split,fold,task,target,feature_set,model,transform,n_features,n_train,n_test,original_n,original_mae,original_rmse,original_r2,original_pearson_r,original_spearman_r,original_bias,modelscale_mae,modelscale_rmse,modelscale_r2,modelscale_pearson_r,modelscale_spearman_r,modelscale_bias,accuracy,balanced_accuracy,macro_f1,experiment_group,experiment_family,validation_design,preset_or_model_config,station_temporal_available,rank_metric
temporal,,regression,FCB,S2 + Context,ExtraTrees,log1p,138,276,114,114.0,1383.0223597669572,3155.5785749658294,0.004185544298037,0.4107516950843308,0.5677309793472,-1064.5405723399997,1.2292379987883826,1.6426366274078483,0.3586634664272167,0.6029743795549735,0.5677309793472,0.0604514201362965,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.6426366274078483
temporal,,regression,FCB,S2 + Context,CatBoost,log1p,138,276,114,114.0,1364.5690053016804,3058.423635491516,0.0645604850979121,0.4940771058965159,0.5712486249495111,-1036.3959439999323,1.2886355523647888,1.658493540391108,0.3462216362971538,0.5940805225200706,0.5712486249495111,0.08153195918346,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.658493540391108
temporal,,regression,FCB,S2 + Context,Stacking_RidgeMeta,log1p,138,276,114,114.0,1384.6651515495262,3149.0341267882063,0.0083117594988656,0.4930214187625007,0.5633096068217145,-1121.2732598132718,1.2818109301659912,1.668671260328614,0.3381728984175607,0.5920045607344602,0.5633096068217145,0.041758009466102,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.668671260328614
temporal,,regression,FCB,S2 + Context,XGBoost,log1p,138,276,114,114.0,1404.102885756278,3133.538862498759,0.0180472303275814,0.3386680463397523,0.5743285911450831,-982.7840898885008,1.2771611662553966,1.6734057985464652,0.3344119527362865,0.5789972172671589,0.5743285911450831,0.0543645156697529,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.6734057985464652
temporal,,regression,FCB,S2 + Context,RandomForest,log1p,138,276,114,114.0,1381.535208608394,3175.395631361874,-0.0083611731671502,0.3986583381147205,0.5475126223081098,-1105.3229566037437,1.2930686777513338,1.6752099542582928,0.3329759928476619,0.5827037150936042,0.5475126223081098,0.0166715017365067,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.6752099542582928
temporal,,regression,FCB,Context only,ExtraTrees,log1p,106,276,114,114.0,1380.7897411026431,3157.326365903448,0.0030821285906632,0.3787483142484933,0.5368786337591878,-1045.941683478768,1.2732602861990203,1.7009453121066662,0.3123243028208,0.5606617298684506,0.5368786337591878,0.0661115794548607,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.7009453121066662
temporal,,regression,FCB,Context only,RandomForest,log1p,106,276,114,114.0,1386.7230397750002,3176.505332120584,-0.0090660772564861,0.3644431529688074,0.5329922027308278,-1083.1736139814484,1.3247410808190925,1.7023886902306429,0.3111567200798447,0.561058081829258,0.5329922027308278,0.0315825527295991,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.7023886902306429
temporal,,regression,FCB,Context only,XGBoost,log1p,106,276,114,114.0,1419.9369831605552,3176.5410706318844,-0.0090887831665991,0.313617639628563,0.5447366001449956,-1023.3013058540992,1.3268472935687992,1.715497672225058,0.3005072116575972,0.5498171628488466,0.5447366001449956,0.0787524315989114,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.715497672225058
temporal,,regression,FCB,Context only,CatBoost,log1p,106,276,114,114.0,1432.1578678977226,3195.7635822566804,-0.0213385294005818,0.3600557611440625,0.5227594203047499,-1104.1510451923632,1.3607398488029054,1.719632556485665,0.2971311564563828,0.5484787302754142,0.5227594203047499,0.0378010253653295,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.719632556485665
temporal,,regression,FCB,Context only,Stacking_RidgeMeta,log1p,106,276,114,114.0,1411.0861802141585,3212.7586251730177,-0.0322303527280414,0.4429890043115281,0.4981804795466657,-1195.589327851639,1.366463309366718,1.7410372737536497,0.279524672404611,0.5400683608825342,0.4981804795466657,-0.042637196904768,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.7410372737536497
temporal,,regression,FCB,S2 only,RandomForest,log1p,32,276,114,114.0,1509.0706601334336,3257.704544260017,-0.0613138121715381,0.3192014675774124,0.3842095725492047,-1159.5835544933552,1.492531017272437,1.8523209907788172,0.184478393722676,0.4300285376212403,0.3842095725492047,0.0423914142122436,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.8523209907788172
temporal,,regression,FCB,S2 only,ExtraTrees,log1p,32,276,114,114.0,1514.8859092261148,3233.00328896832,-0.0452801948561252,0.3275888373464469,0.3570896596797737,-1133.294442487669,1.4889601707637807,1.8622344603269296,0.1757258256341849,0.4235464728028345,0.3570896596797737,0.0108421925370821,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.8622344603269296
temporal,,regression,FCB,S2 only,CatBoost,log1p,32,276,114,114.0,1530.8361793122867,3215.408251143412,-0.0339336566383212,0.2969281239048277,0.357426024409027,-1064.640399686023,1.5202768463867526,1.869060046341428,0.1696723827677873,0.418932445349127,0.357426024409027,0.1114451232133534,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.869060046341428
temporal,,regression,FCB,S2 only,Stacking_RidgeMeta,log1p,32,276,114,114.0,1507.315668702709,3323.55004556947,-0.1046504514248192,0.2918653273022961,0.346747457402011,-1227.0014788774254,1.5175754397809345,1.8795159527301928,0.160356350551196,0.4189134956648651,0.346747457402011,0.0792002759703182,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.8795159527301928
temporal,,regression,FCB,S2 only,XGBoost,log1p,32,276,114,114.0,1568.730297427109,3254.6112901533543,-0.059299292642087,0.2404136800710003,0.312539569695665,-1080.649513330805,1.5702883978076905,1.9146757096123443,0.1286484049879046,0.3772055442764465,0.312539569695665,0.0328859944732872,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.9146757096123443
temporal,,regression,FCB,S2 only,Ridge,log1p,32,276,114,114.0,1535.6339315438356,3367.473708088513,-0.1340412608449204,0.1672159045403242,0.2215914100101045,-1244.5694575494736,1.5801608956525908,1.9519324761697747,0.094408046592894,0.3082842724308329,0.2215914100101045,0.0506111935331076,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.9519324761697747
temporal,,regression,FCB,S2 only,ElasticNet,log1p,32,276,114,114.0,1555.9214798738726,3278.1591063440032,-0.0746832639292565,0.2282694979242964,0.2569704953881877,-1113.611841010903,1.5898592647431862,1.9524338692668568,0.0939427478423882,0.3479416145490469,0.2569704953881877,0.0136854518252857,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.9524338692668568
temporal,,regression,FCB,S2 only,DummyMedian,log1p,32,276,114,114.0,1571.8274316473146,3387.4677497055336,-0.1475477542302365,5.4873769906492056e-17,,-1214.663796422861,1.6635378740521922,2.0712894890048563,-0.0197285478089652,,,0.2881018663768442,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,2.0712894890048563
temporal,,regression,FCB,Context only,DummyMedian,log1p,106,276,114,114.0,1571.8274316473146,3387.4677497055336,-0.1475477542302365,5.4873769906492056e-17,,-1214.663796422861,1.6635378740521922,2.0712894890048563,-0.0197285478089652,,,0.2881018663768442,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,2.0712894890048563
temporal,,regression,FCB,S2 + Context,DummyMedian,log1p,138,276,114,114.0,1571.8274316473146,3387.4677497055336,-0.1475477542302365,5.4873769906492056e-17,,-1214.663796422861,1.6635378740521922,2.0712894890048563,-0.0197285478089652,,,0.2881018663768442,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,2.0712894890048563
temporal,,regression,FCB,Context only,ElasticNet,log1p,106,276,114,114.0,1418.3823477431222,3055.133172845875,0.0665722227576244,0.4576621968964418,0.4079484276092659,-1078.9582174399727,1.6147020871946511,2.3040172829442973,-0.2617532735528149,0.2611100814968686,0.4080914683261858,-0.2857070612348968,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,2.3040172829442973
temporal,,regression,FCB,Context only,Ridge,log1p,106,276,114,114.0,1412.148129408551,3111.031338265045,0.0321028729934635,0.436025052292334,0.4419780703957279,-1118.3743863056036,1.6147177717333423,2.413500075569335,-0.3845148194247205,0.2185814238250017,0.4421210422001566,-0.2508983062334546,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,2.413500075569335
temporal,,regression,FCB,S2 + Context,ElasticNet,log1p,138,276,114,114.0,1463.6087725609962,2987.519523296194,0.1074307248470266,0.4734497762762009,0.3947531772921622,-978.98921749208,1.7324353437311644,2.660631442360207,-0.6825671800705406,0.2032646884981282,0.3948962447304195,-0.3405057812059979,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,2.660631442360207
temporal,,regression,FCB,S2 + Context,Ridge,log1p,138,276,114,114.0,1403.0002806454963,2945.157230186939,0.1325640862330851,0.5206192202993127,0.4270726248593926,-1000.419764658617,1.6810031891404449,2.73263652194201,-0.7748706672154297,0.1805041336693838,0.427215626848428,-0.2796518512209358,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,2.73263652194201
temporal,,regression,SS,S2 + Context,Stacking_RidgeMeta,log1p,138,276,114,114.0,17.03719329272408,52.403625477332966,0.2618991308568327,0.6725564737009906,0.694699040009736,-9.758719015715211,0.470140080937118,0.6187922252359599,0.5099509712294055,0.7164785722373219,0.694699040009736,-0.0346250061077605,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6187922252359599
temporal,,regression,SS,S2 + Context,RandomForest,log1p,138,276,114,114.0,17.490043590808153,59.04347303261802,0.0630059363502123,0.2980760071378944,0.7192274925805258,-9.579217912145328,0.4779849879387557,0.6412948215799381,0.4736613017273849,0.6920932918996269,0.7192274925805258,-0.0026599967119123,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6412948215799381
temporal,,regression,SS,S2 + Context,ExtraTrees,log1p,138,276,114,114.0,17.23562837545993,59.32628130421219,0.0540083525057913,0.276703708599795,0.7184476263394791,-9.08150137490348,0.4617525546786152,0.6488463364110197,0.4611926025849853,0.6806023222963031,0.7184476263394791,0.0160773085946863,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6488463364110197
temporal,,regression,SS,S2 + Context,CatBoost,log1p,138,276,114,114.0,17.82943964687649,59.6489714297901,0.0436894060116738,0.260553453360717,0.709952062181695,-9.445269606021704,0.4729165271728926,0.656419285776316,0.4485419249598891,0.6701834978036645,0.709952062181695,-0.0216812301140573,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.656419285776316
temporal,,regression,SS,Context only,CatBoost,log1p,106,276,114,114.0,18.615046442273275,59.53270699121066,0.0474137470672609,0.2804588018634172,0.6838721735781851,-10.257997198623844,0.5140881611893273,0.6765250239900132,0.4142428928682301,0.6469215989736516,0.6838721735781851,-0.0082278273347702,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6765250239900132
temporal,,regression,SS,S2 only,Stacking_RidgeMeta,log1p,32,276,114,114.0,18.537465022191007,59.54732064425203,0.0469460218694759,0.3220367187138591,0.6846395951451724,-11.353274576090692,0.5310649858208896,0.6765344489095062,0.4142265719581768,0.6687486592776221,0.6846395951451724,-0.0147329919606934,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6765344489095062
temporal,,regression,SS,S2 only,RandomForest,log1p,32,276,114,114.0,18.186908632613992,59.50303928584751,0.0483629398006589,0.2687496455640074,0.6687850803936828,-9.208851707998551,0.516505010959342,0.6802064956862407,0.4078504741200532,0.6402701563488401,0.6687850803936828,0.0276546426652356,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6802064956862407
temporal,,regression,SS,S2 + Context,XGBoost,log1p,138,276,114,114.0,18.264035153599945,60.3559265565734,0.0208868322708769,0.2238864107897758,0.6903682934371156,-8.948014201904883,0.4828643044982907,0.6818870747770239,0.4049208241488469,0.6397606101218387,0.6903682934371156,-0.0227476808262789,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6818870747770239
temporal,,regression,SS,S2 only,ElasticNet,log1p,32,276,114,114.0,18.231337258712088,59.25196514221354,0.0563768958945619,0.3145480992745106,0.6824161467132523,-10.713402050527288,0.5285782484277183,0.6834751714325744,0.4021457495826668,0.6465267409488488,0.6824161467132523,-0.0019340988164412,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6834751714325744
temporal,,regression,SS,Context only,Stacking_RidgeMeta,log1p,106,276,114,114.0,18.7049782577653,58.8681996997651,0.0685607013943712,0.3235387882008964,0.6630397892029939,-10.167710708530388,0.5162604517816394,0.6838849829060607,0.4014285882438142,0.6342655967712998,0.6630397892029939,-0.0147522864300574,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6838849829060607
temporal,,regression,SS,S2 only,Ridge,log1p,32,276,114,114.0,18.56190204733108,59.48865450093689,0.0488229983095196,0.3312219762170039,0.6852369395000166,-11.469302833107688,0.5381410178950455,0.6872341515535508,0.3955515022603623,0.6557453458326712,0.6852369395000166,-0.0143601240914815,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6872341515535508
temporal,,regression,SS,S2 only,ExtraTrees,log1p,32,276,114,114.0,18.15537100009379,59.72831977288436,0.041143439827302,0.2484281207359081,0.6722778855796467,-8.660999173770886,0.5133780693395534,0.6885842970492037,0.3931741609526591,0.6294889562394848,0.6722778855796467,0.0461365824876347,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.6885842970492037
temporal,,regression,SS,Context only,RandomForest,log1p,106,276,114,114.0,19.45807656718861,60.00603705277066,0.0322059669466563,0.2499724208525294,0.6395981715000457,-10.32693227136562,0.5487660135306764,0.711394835010989,0.3523039456150685,0.5973119503289072,0.6395981715000457,0.0108364502007677,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.711394835010989
temporal,,regression,SS,Context only,ExtraTrees,log1p,106,276,114,114.0,19.633103783962184,60.57805461268825,0.0136667056381333,0.2022660425705262,0.6436966174902268,-9.681236959697122,0.5368434719672591,0.7194688412796563,0.3375184060710919,0.5817968396799258,0.6436966174902268,0.0006695686927936,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.7194688412796563
temporal,,regression,SS,S2 only,CatBoost,log1p,32,276,114,114.0,18.708907298634035,59.539754525516926,0.0471881977178457,0.2564943567742508,0.6161772949205298,-8.31611551925716,0.5487938198505872,0.7198867122734853,0.336748637545204,0.5850634527883983,0.6161772949205298,0.051312090828767,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.7198867122734853
temporal,,regression,SS,Context only,XGBoost,log1p,106,276,114,114.0,18.90276707786605,60.23194724220094,0.024905165202065,0.2227471451170693,0.6310777179941433,-8.860775880187685,0.523191164206224,0.7230360889578984,0.3309327293808699,0.5801525156059879,0.6310777179941433,0.0110307398395289,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.7230360889578984
temporal,,regression,SS,S2 only,XGBoost,log1p,32,276,114,114.0,19.00938117685116,60.24500520907681,0.0244823285901447,0.2162064813913485,0.5850863508958268,-8.372865485972074,0.5562002330722664,0.7433318357525323,0.292843882538628,0.5508492444015088,0.5850863508958268,0.0426266747408501,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.7433318357525323
temporal,,regression,SS,S2 only,DummyMedian,log1p,32,276,114,114.0,22.63233526064488,63.1224503804302,-0.0709291691203448,,,-16.244857721811265,0.7214847326900372,0.902212466091704,-0.0417595324975228,,,-0.1806354128528284,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.902212466091704
temporal,,regression,SS,Context only,DummyMedian,log1p,106,276,114,114.0,22.63233526064488,63.1224503804302,-0.0709291691203448,,,-16.244857721811265,0.7214847326900372,0.902212466091704,-0.0417595324975228,,,-0.1806354128528284,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.902212466091704
temporal,,regression,SS,S2 + Context,DummyMedian,log1p,138,276,114,114.0,22.63233526064488,63.1224503804302,-0.0709291691203448,,,-16.244857721811265,0.7214847326900372,0.902212466091704,-0.0417595324975228,,,-0.1806354128528284,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,0.902212466091704
temporal,,regression,SS,S2 + Context,Ridge,log1p,138,276,114,114.0,777.1911858064451,8138.19717437529,-17800.207564912955,0.8963296972120577,0.6093215134340735,759.6415025321262,0.6775831754013505,1.331468501530701,-1.2688805369006126,0.3789270433449497,0.60933272418794,-0.0220765278829338,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.331468501530701
temporal,,regression,SS,S2 + Context,ElasticNet,log1p,138,276,114,114.0,3102.287487871341,32951.78522526273,-291843.1182356509,0.8958403452535023,0.5550335870259386,3084.9610924821604,0.784567484619983,1.6898178638670616,-2.6545139992214053,0.3023114988440146,0.5550449077167877,-0.0322340539484553,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.6898178638670616
temporal,,regression,SS,Context only,ElasticNet,log1p,106,276,114,114.0,15165.321506347282,161726.60264672243,-7030009.529648471,0.8956989283665077,0.4151759085014279,15143.941335829615,0.910353296095256,1.9952510291134684,-4.095008618266502,0.2298457935054517,0.4151875124142047,-0.1277376862850453,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.9952510291134684
temporal,,regression,SS,Context only,Ridge,log1p,106,276,114,114.0,230673.9027083972,2462691.431043589,-1630095493.2415674,0.8956766418090019,0.3826496128671201,230653.7847224621,1.1584450768203671,2.919713166369807,-9.910137213222916,0.1560926635460777,0.3826612826480012,-0.1625007202260116,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,2.919713166369807
temporal,,regression,TCB,S2 + Context,CatBoost,log1p,138,276,114,114.0,4045.339801816541,8475.520323514065,0.0591753621702966,0.3861994589085716,0.6560004893220895,-2584.8173068589867,1.128397759841919,1.4415845486568226,0.4056494608281833,0.6452865150266702,0.6560004893220895,0.1009870155386187,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.4415845486568226
temporal,,regression,TCB,S2 + Context,RandomForest,log1p,138,276,114,114.0,3885.3249052235215,8402.98506615651,0.0752099974404533,0.4211794495837796,0.6658859283059996,-2649.1630694628966,1.0817926740430182,1.443246962428727,0.4042778781088884,0.6550519360378423,0.6658859283059996,0.1361100292732806,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False,1.443246962428727
