target,feature_set,model,transform,is_dummy,n_test_sum,selection_metric_name,selection_rmse_mean,rank_selection_rmse,selection_r2_mean,rank_selection_r2,selection_spearman_r_mean,rank_selection_spearman,original_rmse_mean,original_rmse_std,original_mae_mean,original_r2_mean,original_pearson_r_mean,original_spearman_r_mean,original_bias_mean,modelscale_rmse_mean,modelscale_rmse_std,modelscale_r2_mean,modelscale_spearman_r_mean,rank_original_rmse,rank_modelscale_rmse
Turbidity,S2 only,CatBoost,log1p,False,114,modelscale_rmse_mean,0.8281751870288686,4.0,0.3548168449390113,4.0,0.5898130197983661,5.0,49.862390821552,28.59097908771605,23.12358368705507,0.2646521168770619,0.5479414442810132,0.5898130197983661,-12.21939052501147,0.8281751870288686,0.1716505536237227,0.3548168449390113,0.5898130197983661,1.0,4.0
Turbidity,S2 only,RandomForest,log1p,False,114,modelscale_rmse_mean,0.8330383882333682,5.0,0.3345328381525179,5.0,0.6148008972726196,3.0,53.05447366137366,26.3487825105978,24.22088894515335,0.1580839733548477,0.5160383339816704,0.6148008972726196,-14.0398322326676,0.8330383882333682,0.1359290546437017,0.3345328381525179,0.6148008972726196,5.0,5.0
Turbidity,S2 only,ExtraTrees,log1p,False,114,modelscale_rmse_mean,0.8564812034755405,6.0,0.3045228628391392,6.0,0.5876979770603318,6.0,51.531294437172846,28.97622631488181,23.581201299462418,0.214134150527425,0.4849791551266014,0.5876979770603318,-12.87506887277651,0.8564812034755405,0.1487476787277743,0.3045228628391392,0.5876979770603318,3.0,6.0
Turbidity,S2 only,XGBoost,log1p,False,114,modelscale_rmse_mean,0.8828417583245929,7.0,0.2631694375284805,7.0,0.554721466526661,7.0,50.6873592776092,26.222860620726628,24.398705596538036,0.2161424825562542,0.5622024009172532,0.554721466526661,-11.0156720921064,0.8828417583245929,0.1382223628260134,0.2631694375284805,0.554721466526661,2.0,7.0
Turbidity,S2 only,DummyMedian,log1p,True,114,modelscale_rmse_mean,1.0935996092749751,8.0,-0.1122490179485132,8.0,,,62.4456873689846,30.23580236802634,29.07938596491228,-0.1415583981134537,,,-23.041666666666668,1.0935996092749751,0.1994178672366975,-0.1122490179485132,,8.0,8.0
Turbidity,Context only,Stacking_RidgeMeta,log1p,False,114,modelscale_rmse_mean,1.027088467010808,1.0,0.0187229849866307,1.0,0.3708497369955074,1.0,57.89357233600231,31.62741203251844,28.097091811583173,0.0579221387104652,0.4660743173744441,0.3708497369955074,-21.094831814582697,1.027088467010808,0.2616942740984128,0.0187229849866307,0.3708497369955074,3.0,1.0
Turbidity,Context only,CatBoost,log1p,False,114,modelscale_rmse_mean,1.0475631771627512,2.0,-0.022559261906519,2.0,0.2928970691540568,2.0,56.60668637065984,30.588545253056544,28.4437710079644,0.0975122659207015,0.4742881092695001,0.2928970691540568,-17.30707117399002,1.0475631771627512,0.1629127445884995,-0.022559261906519,0.2928970691540568,2.0,2.0
Turbidity,Context only,RandomForest,log1p,False,114,modelscale_rmse_mean,1.051733489371342,3.0,-0.0259250008496841,3.0,0.261052283846424,3.0,57.905623610461134,29.02645008449489,29.135794969332142,0.0284346681619845,0.3866144588930817,0.261052283846424,-17.945653946975053,1.051733489371342,0.2085454894763372,-0.0259250008496841,0.261052283846424,4.0,3.0
Turbidity,Context only,ExtraTrees,log1p,False,114,modelscale_rmse_mean,1.0847958765480954,4.0,-0.0919211387410536,4.0,0.2033778952299153,5.0,60.34238623851859,31.58951149700857,30.089856778096,-0.0429704683129399,0.3147524848124445,0.2033778952299153,-18.73960860591279,1.0847958765480954,0.2971880867551162,-0.0919211387410536,0.2033778952299153,5.0,4.0
Turbidity,Context only,DummyMedian,log1p,True,114,modelscale_rmse_mean,1.0935996092749751,5.0,-0.1122490179485132,5.0,,,62.4456873689846,30.23580236802634,29.07938596491228,-0.1415583981134537,,,-23.041666666666668,1.0935996092749751,0.1994178672366975,-0.1122490179485132,,6.0,5.0
Turbidity,Context only,XGBoost,log1p,False,114,modelscale_rmse_mean,1.1338802982546925,6.0,-0.2008752562052728,6.0,0.2141842813463765,4.0,56.14203281507469,28.11174004993793,29.626163593927465,0.0787638114458164,0.4551980308749501,0.2141842813463765,-17.640001475740593,1.1338802982546925,0.2051097374659026,-0.2008752562052728,0.2141842813463765,1.0,6.0
Turbidity,Context only,Ridge,log1p,False,114,modelscale_rmse_mean,3.017941865070092,7.0,-9.619597922530104,7.0,-0.054395908913374,6.0,17050269099.21956,29531932161.9654,2765918941.406379,-1.3129789965902106e+17,0.0378500657955345,-0.0587216561743258,2765918895.326614,3.017941865070092,2.5122733214838155,-9.619597922530104,-0.054395908913374,8.0,7.0
