target,feature_set,model,transform,n_test_sum,original_rmse_mean,original_rmse_std,original_mae_mean,original_r2_mean,original_pearson_r_mean,original_spearman_r_mean,original_bias_mean,modelscale_rmse_mean,modelscale_rmse_std,modelscale_r2_mean,modelscale_spearman_r_mean
SS,Context only,Ridge,log1p,114,2148.297238341197,3243.45550397676,396.5583079459479,-1343.8466528865913,0.27831324225572496,-0.0489776814928845,369.3425406467177,2.9067422961744334,1.7897398813310936,-11.824823772094968,-0.043332679391507666
SS,Context only,Stacking_RidgeMeta,log1p,114,49.012977949489596,45.364557424394945,21.270756088661944,0.12967440981841352,0.4284081292919137,0.4285927443623468,-12.608129648254426,0.8114278020109006,0.18585167312537007,0.06969622775279326,0.4285927443623468
SS,Context only,XGBoost,log1p,114,49.26462900607306,45.08571616920565,22.347094393011734,0.11556524948988134,0.3644699967195056,0.30313141657904935,-11.974981149465684,0.8700951102679043,0.18723173577613353,-0.06648632634895578,0.30313141657904935
SS,S2 + Context,CatBoost,log1p,114,47.5716828689809,45.32913931613085,19.94548209847097,0.18042370156692036,0.4380575196532086,0.5182512677682422,-11.224826383046802,0.7494966376964919,0.16323642098896457,0.2004193592976006,0.5182512677682422
SS,S2 + Context,DummyMedian,log1p,114,52.479079539217345,43.40628871621183,23.176194909767684,-0.09902123774357237,,,-15.911524388477934,0.9196904659746402,0.18287797730743832,-0.19754121440542113,
SS,S2 + Context,ElasticNet,log1p,114,3728.839745613403,3906.912517176816,984.7906654363543,-22619.66677409731,0.39765726571392374,0.12261325679763775,962.676852095887,2.7620828047012647,0.669521007752691,-9.77287875456881,0.1256231765205722
SS,S2 + Context,ExtraTrees,log1p,114,46.322509518112334,45.89766183780729,19.448884547289065,0.2549505623377777,0.5185104452334459,0.5410698493879517,-11.335203856151425,0.7313293486755709,0.15723357241295233,0.23704704714593042,0.5410698493879517
SS,S2 + Context,RandomForest,log1p,114,46.17971502954932,45.46547467046386,19.578963210715145,0.25296356984923285,0.5151629058750377,0.5385619123144052,-10.64269861973055,0.7412521954886864,0.1429746508367981,0.21359473525857067,0.5385619123144052
SS,S2 + Context,Ridge,log1p,114,650.7365657924926,546.0799753479805,171.3316635238065,-361.4831073783217,0.41908206465021175,0.20810155805800232,149.0317114119226,1.9358770558592908,0.5343427985324103,-4.327954247378482,0.20710751589193244
SS,S2 + Context,Stacking_RidgeMeta,log1p,114,46.794480482214055,45.70149993040899,20.081397336117533,0.22507107564676443,0.5485099321249871,0.505285082462951,-12.316188658133973,0.7638690318777558,0.16065563560548926,0.16916026187835476,0.505285082462951
